RegionName,State,Type,2010,2011,2012,2013,2014,2015,2016,2017,2018
Cedar Falls,IA,2-Bedroom,,,,,,,,,
Brookfield,WI,2-Bedroom,,,,,,,,,
Brighton,NY,2-Bedroom,,,,,,,,,
Egypt Lake-Leto,FL,2-Bedroom,,,,,,,,,
Culver City,CA,2-Bedroom,,,,,,,,,
The Colony,TX,2-Bedroom,,,,,,,,,
Cape Girardeau,MO,2-Bedroom,,,,,,,,,
Windsor Mill,MD,2-Bedroom,,,,,,,,,
Northville,MI,2-Bedroom,,,,,,,,,
Puyallup,WA,2-Bedroom,,,,,,,,,
Beverly Hills,CA,2-Bedroom,,,,,,,,,
Casselberry,FL,2-Bedroom,,,,,,,,,
Oak Creek,WI,2-Bedroom,,,,,,,,,
Coppell,TX,2-Bedroom,,,,,,,,,
Gurnee,IL,2-Bedroom,,,,,,,,,
West Hollywood,CA,2-Bedroom,,,,,,,,,
Lake Worth,FL,2-Bedroom,,,,,,,,,
Pleasant Hill,CA,2-Bedroom,,,,,,,,,
Fairborn,OH,2-Bedroom,,,,,,,,,
University,FL,2-Bedroom,,,,,,,,,
Aventura,FL,2-Bedroom,,,,,,,,,
Los Gatos,CA,2-Bedroom,,,,,,,,,
Ormond Beach,FL,2-Bedroom,,,,,,,,,
Lake Mary,FL,2-Bedroom,,,,,,,,,
Manhattan Beach,CA,2-Bedroom,,,,,,,,,
Derry,NH,2-Bedroom,,,,,,,,,
East Point,GA,2-Bedroom,,,,,,,,,
Bangor,ME,2-Bedroom,,,,,,,,,
Oak Harbor,WA,2-Bedroom,,,,,,,,,
Tarpon Springs,FL,2-Bedroom,,,,,,,,,
Westlake,OH,2-Bedroom,,,,,,,,,
Jacksonville,AR,2-Bedroom,,,,,,,,,
Englewood,CO,2-Bedroom,,,,,,,,,
Lauderdale Lakes,FL,2-Bedroom,,,,,,,,,
Copperas Cove,TX,2-Bedroom,,,,,,,,,
Cottonwood Heights,UT,2-Bedroom,,,,,,,,,
Paine Field-Lake Stickney,WA,2-Bedroom,,,,,,,,,
Dover,DE,2-Bedroom,,,,,,,,,
Northglenn,CO,2-Bedroom,,,,,,,,,
Randolph,MA,2-Bedroom,,,,,,,,,
Temple Hills,MD,2-Bedroom,,,,,,,,,
Burlington,VT,2-Bedroom,,,,,,,,,
Ross,PA,2-Bedroom,,,,,,,,,
Dunedin,FL,2-Bedroom,,,,,,,,,
Belleville,IL,2-Bedroom,,,,,,,,,
Hinesville,GA,2-Bedroom,,,,,,,,,
Rancho Palos Verdes,CA,2-Bedroom,,,,,,,,,
Foster City,CA,2-Bedroom,,,,,,,,,
Keizer,OR,2-Bedroom,,,,,,,,,
Perrysburg,OH,2-Bedroom,,,,,,,,,
Myrtle Beach,SC,2-Bedroom,,,,,,,,,
North Royalton,OH,2-Bedroom,,,,,,,,,
Winter Park,FL,2-Bedroom,,,,,,,,,
Dover,NH,2-Bedroom,,,,,,,,,
Watertown,NY,2-Bedroom,,,,,,,,,
Parkville,MD,2-Bedroom,,,,,,,,,
Millcreek,UT,2-Bedroom,,,,,,,,,
Ridgecrest,CA,2-Bedroom,,,,,,,,,
Madison Heights,MI,2-Bedroom,,,,,,,,,
Goldsboro,NC,2-Bedroom,,,,,,,,,
Lexington,MA,2-Bedroom,,,,,,,,,
Tucker,GA,2-Bedroom,,,,,,,,,
Lawrence,NJ,2-Bedroom,,,,,,,,,
Panama City,FL,2-Bedroom,,,,,,,,,
Nottingham,MD,2-Bedroom,,,,,,,,,
Midvale,UT,2-Bedroom,,,,,,,,,
Dania Beach,FL,2-Bedroom,,,,,,,,,
Norwood,MA,2-Bedroom,,,,,,,,,
Naugatuck,CT,2-Bedroom,,,,,,,,,
Raytown,MO,2-Bedroom,,,,,,,,,
North Andover,MA,2-Bedroom,,,,,,,,,
Burlingame,CA,2-Bedroom,,,,,,,,,
Reisterstown,MD,2-Bedroom,,,,,,,,,
Farmers Branch,TX,2-Bedroom,,,,,,,,,
Golden Glades,FL,2-Bedroom,,,,,,,,,
Royal Palm Beach,FL,2-Bedroom,,,,,,,,,
Southington,CT,2-Bedroom,,,,,,,,,
Long Beach,NY,2-Bedroom,,,,,,,,,
East Haven,CT,2-Bedroom,,,,,,,,,
Shaker Heights,OH,2-Bedroom,,,,,,,,,
Laguna Hills,CA,2-Bedroom,,,,,,,,,
Saint Charles,IL,2-Bedroom,,,,,,,,,
Branford,CT,2-Bedroom,,,,,,,,,
Watertown,MA,2-Bedroom,,,,,,,,,
Romeoville,IL,2-Bedroom,,,,,,,,,
Vernon Rockville,CT,2-Bedroom,,,,,,,,,
Andover,MA,2-Bedroom,,,,,,,,,
Ponte Vedra Beach,FL,2-Bedroom,,,,,,,,,
Rolla,MO,2-Bedroom,,,,,,,,,
Hopewell,VA,2-Bedroom,,,,,,,,,
Monterey,CA,2-Bedroom,,,,,,,,,
Englewood,NJ,2-Bedroom,,,,,,,,,
Middletown,NJ,2-Bedroom,,,,,,,,,
Danvers,MA,2-Bedroom,,,,,,,,,
Atlantic City,NJ,2-Bedroom,,,,,,,,,
Odenton,MD,2-Bedroom,,,,,,,,,
Wellesley,MA,2-Bedroom,,,,,,,,,
Tewksbury,MA,2-Bedroom,,,,,,,,,
Bear,DE,2-Bedroom,,,,,,,,,
Lake Magdalene,FL,2-Bedroom,,,,,,,,,
Imperial Beach,CA,2-Bedroom,,,,,,,,,
Dana Point,CA,2-Bedroom,,,,,,,,,
Murray,KY,2-Bedroom,,,,,,,,,
New London,CT,2-Bedroom,,,,,,,,,
Melrose,MA,2-Bedroom,,,,,,,,,
Granger,IN,2-Bedroom,,,,,,,,,
Superior,WI,2-Bedroom,,,,,,,,,
Slidell,LA,2-Bedroom,,,,,,,,,
Lower Merion,PA,2-Bedroom,,,,,,,,,
Greenacres,FL,2-Bedroom,,,,,,,,,
Morgantown,WV,2-Bedroom,,,,,,,,,
Burien,WA,2-Bedroom,,,,,,,,,
Junction City,KS,2-Bedroom,,,,,,,,,
Harker Heights,TX,2-Bedroom,,,,,,,,,
Suwanee,GA,2-Bedroom,,,,,,,,,
Wheat Ridge,CO,2-Bedroom,,,,,,,,,
Tualatin,OR,2-Bedroom,,,,,,,,,
South Pasadena,CA,2-Bedroom,,,,,,,,,
Woodridge,IL,2-Bedroom,,,,,,,,,
Elkridge,MD,2-Bedroom,,,,,,,,,
Cornelius,NC,2-Bedroom,,,,,,,,,
Miami Lakes,FL,2-Bedroom,,,,,,,,,
Helena,MT,2-Bedroom,,,,,,,,,
Easton,MA,2-Bedroom,,,,,,,,,
Pikesville,MD,2-Bedroom,,,,,,,,,
Mansfield,MA,2-Bedroom,,,,,,,,,
Lorton,VA,2-Bedroom,,,,,,,,,
Mercer Island,WA,2-Bedroom,,,,,,,,,
Burlington,MA,2-Bedroom,,,,,,,,,
Lower Paxton,PA,2-Bedroom,,,,,,,,,
The Crossings,FL,2-Bedroom,,,,,,,,,
Lisle,IL,2-Bedroom,,,,,,,,,
Chelmsford,MA,2-Bedroom,,,,,,,,,
Belmont,MA,2-Bedroom,,,,,,,,,
Oildale,CA,2-Bedroom,,,,,,,,,
Glendale Heights,IL,2-Bedroom,,,,,,,,,
Geneva,IL,2-Bedroom,,,,,,,,,
Groveton,VA,2-Bedroom,,,,,,,,,
Westchase,FL,2-Bedroom,,,,,,,,,
Acton,MA,2-Bedroom,,,,,,,,,
Yucca Valley,CA,2-Bedroom,,,,,,,,,
Canton,MA,2-Bedroom,,,,,,,,,
Beltsville,MD,2-Bedroom,,,,,,,,,
Benicia,CA,2-Bedroom,,,,,,,,,
Westmont,IL,2-Bedroom,,,,,,,,,
Minnetonka,MN,2-Bedroom,,,,,,,,,
Maplewood,NJ,2-Bedroom,,,,,,,,,
Auburn Hills,MI,2-Bedroom,,,,,,,,,
Neptune,NJ,2-Bedroom,,,,,,,,,
Upper Macungie,PA,2-Bedroom,,,,,,,,,
Hatfield,PA,2-Bedroom,,,,,,,,,
Macomb,IL,2-Bedroom,,,,,,,,,
Lyndhurst,NJ,2-Bedroom,,,,,,,,,
Coronado,CA,2-Bedroom,,,,,,,,,
College Park,MD,2-Bedroom,,,,,,,,,
Homewood,AL,2-Bedroom,,,,,,,,,
Bentonville,AR,2-Bedroom,,,,,,,,,
Laguna Beach,CA,2-Bedroom,,,,,,,,,
Mount Pleasant,MI,2-Bedroom,,,,,,,,,
Park Forest,IL,2-Bedroom,,,,,,,,,
Menomonie,WI,2-Bedroom,,,,,,,,,
Ives Estates,FL,2-Bedroom,,,,,,,,,
New Bern,NC,2-Bedroom,,,,,,,,,
Silverdale,WA,2-Bedroom,,,,,,,,,
Stoneham,MA,2-Bedroom,,,,,,,,,
Estero,FL,2-Bedroom,,,,,,,,,
Wright,FL,2-Bedroom,,,,,,,,,
Birmingham,MI,2-Bedroom,,,,,,,,,
Sun City Center,FL,2-Bedroom,,,,,,,,,
Sunny Isles Beach,FL,2-Bedroom,,,,,,,,,
Southbury,CT,2-Bedroom,,,,,,,,,
Mill Creek,WA,2-Bedroom,,,,,,,,,
Temple Terrace,FL,2-Bedroom,,,,,,,,,
Citrus Ridge,FL,2-Bedroom,,,,,,,,,
Havelock,NC,2-Bedroom,,,,,,,,,
Jacksonville Beach,FL,2-Bedroom,,,,,,,,,
Coram,NY,2-Bedroom,,,,,,,,,
Morristown,NJ,2-Bedroom,,,,,,,,,
Rocky Hill,CT,2-Bedroom,,,,,,,,,
Windermere,FL,2-Bedroom,,,,,,,,,
Lexington Park,MD,2-Bedroom,,,,,,,,,
Creve Coeur,MO,2-Bedroom,,,,,,,,,
Newport,RI,2-Bedroom,,,,,,,,,
Westborough,MA,2-Bedroom,,,,,,,,,
Decatur,GA,2-Bedroom,,,,,,,,,
Mamaroneck,NY,2-Bedroom,,,,,,,,,
Miamisburg,OH,2-Bedroom,,,,,,,,,
Ruston,LA,2-Bedroom,,,,,,,,,
Pleasantville,NJ,2-Bedroom,,,,,,,,,
Westlake Village,CA,2-Bedroom,,,,,,,,,
Woodbridge,NJ,2-Bedroom,,,,,,,,,
Deerfield,IL,2-Bedroom,,,,,,,,,
Coralville,IA,2-Bedroom,,,,,,,,,
Bryn Mawr,PA,2-Bedroom,,,,,,,,,
Mukilteo,WA,2-Bedroom,,,,,,,,,
North Druid Hills,GA,2-Bedroom,,,,,,,,,
Winter Haven,FL,2-Bedroom,,,,,,,,,
Suitland-Silver Hill,MD,2-Bedroom,,,,,,,,,
Lansdale,PA,2-Bedroom,,,,,,,,,
Three Lakes,FL,2-Bedroom,,,,,,,,,
Louisville,CO,2-Bedroom,,,,,,,,,
Morrisville,NC,2-Bedroom,,,,,,,,,
Laguna Woods,CA,2-Bedroom,,,,,,,,,
Cohoes,NY,2-Bedroom,,,,,,,,,
Mulberry,FL,2-Bedroom,,,,,,,,,
Abington,MA,2-Bedroom,,,,,,,,,
Twentynine Palms,CA,2-Bedroom,,,,,,,,,
Universal City,TX,2-Bedroom,,,,,,,,,
Hyattsville,MD,2-Bedroom,,,,,,,,,
North Decatur,GA,2-Bedroom,,,,,,,,,
Clayton,MO,2-Bedroom,,,,,,,,,
Ojus,FL,2-Bedroom,,,,,,,,,
Radcliff,KY,2-Bedroom,,,,,,,,,
Lincolnia,VA,2-Bedroom,,,,,,,,,
Lafayette,CO,2-Bedroom,,,,,,,,,
Abington,PA,2-Bedroom,,,,,,,,,
Florence,KY,2-Bedroom,,,,,,,,,
Plainsboro,NJ,2-Bedroom,,,,,,,,,
Farmington,CT,2-Bedroom,,,,,,,,,
Phoenixville,PA,2-Bedroom,,,,,,,,,
Forest Park,IL,2-Bedroom,,,,,,,,,
Harrison,NJ,2-Bedroom,,,,,,,,,
Cedar Mill,OR,2-Bedroom,,,,,,,,,
Hanover,NJ,2-Bedroom,,,,,,,,,
Wilsonville,OR,2-Bedroom,,,,,,,,,
Colonial Park,PA,2-Bedroom,,,,,,,,,
Weehawken,NJ,2-Bedroom,,,,,,,,,
Spring Hill,TN,2-Bedroom,,,,,,,,,
Panama City Beach,FL,2-Bedroom,,,,,,,,,
Red Bank,NJ,2-Bedroom,,,,,,,,,
Key Biscayne,FL,2-Bedroom,,,,,,,,,
Lone Tree,CO,2-Bedroom,,,,,,,,,
Greenwood Village,CO,2-Bedroom,,,,,,,,,
Edgewater,NJ,2-Bedroom,,,,,,,,,
Pooler,GA,2-Bedroom,,,,,,,,,
Islip,NY,2-Bedroom,,,,,,,,,
Webster,TX,2-Bedroom,,,,,,,,,
Malta,NY,2-Bedroom,,,,,,,,,
Malvern,PA,2-Bedroom,,,,,,,,,
Solana Beach,CA,2-Bedroom,,,,,,,,,
Jollyville,TX,2-Bedroom,,,,,,,,,
Conshohocken,PA,2-Bedroom,,,,,,,,,
Largo,MD,2-Bedroom,,,,,,,,,
North Palm Beach,FL,2-Bedroom,,,,,,,,,
Lock Haven,PA,2-Bedroom,,,,,,,,,
Stuart,FL,2-Bedroom,,,,,,,,,
Willoughby Hills,OH,2-Bedroom,,,,,,,,,
Emeryville,CA,2-Bedroom,,,,,,,,,
Newport Coast,CA,2-Bedroom,,,,,,,,,
Saint Robert,MO,2-Bedroom,,,,,,,,,
Marina del Rey,CA,2-Bedroom,,,,,,,,,
Zionsville,IN,2-Bedroom,,,,,,,,,
Dobbs Ferry,NY,2-Bedroom,,,,,,,,,
Huntington,VA,2-Bedroom,,,,,,,,,
Hanover,MD,2-Bedroom,,,,,,,,,
Matawan,NJ,2-Bedroom,,,,,,,,,
Newcastle,WA,2-Bedroom,,,,,,,,,
Waynesville,MO,2-Bedroom,,,,,,,,,
Clermont,FL,2-Bedroom,,,,,,,,,
Leesburg,FL,2-Bedroom,,,,,,,,,
Addison,TX,2-Bedroom,,,,,,,,,
Vinings,GA,2-Bedroom,,,,,,,,,
Palm Beach,FL,2-Bedroom,,,,,,,,,
Chamblee,GA,2-Bedroom,,,,,,,,,
Dumbarton,VA,2-Bedroom,,,,,,,,,
South Miami,FL,2-Bedroom,,,,,,,,,
North Bay Village,FL,2-Bedroom,,,,,,,,,
Portales,NM,2-Bedroom,,,,,,,,,
Anderson Mill,TX,2-Bedroom,,,,,,,,,
West Haven-Sylvan,OR,2-Bedroom,,,,,,,,,
Richmond,TX,2-Bedroom,,,,,,,,,
Surfside,FL,2-Bedroom,,,,,,,,,
North Liberty,IA,2-Bedroom,,,,,,,,,
Grovetown,GA,2-Bedroom,,,,,,,,,
Bay Harbor Islands,FL,2-Bedroom,,,,,,,,,
Golden Lakes,FL,2-Bedroom,,,,,,,,,
Glendale,CO,2-Bedroom,,,,,,,,,
Highland Beach,FL,2-Bedroom,,,,,,,,,
Orangetown,NY,2-Bedroom,,,,,,,,,
Longboat Key,FL,2-Bedroom,,,,,,,,,
Hypoluxo,FL,2-Bedroom,,,,,,,,,
Henrico,VA,2-Bedroom,,,,,,,,,
