RegionName,State,Type,2010,2011,2012,2013,2014,2015,2016,2017,2018
Vienna,VA,1-Bedroom,0,0,0,0,0,0,0,1628,1685
East Orange,NJ,1-Bedroom,0,0,0,0,0,0,0,1073,1144
Chino Hills,CA,1-Bedroom,0,0,0,0,0,0,0,1622,1620
Manhattan,KS,1-Bedroom,0,0,0,0,0,0,0,660,633
Alameda,CA,1-Bedroom,0,0,0,0,0,0,0,1914,1928
Daytona Beach,FL,1-Bedroom,0,0,0,0,0,0,0,757,774
Bossier City,LA,1-Bedroom,0,0,0,0,0,875,846,850,829
Corvallis,OR,1-Bedroom,0,0,0,0,0,0,0,818,824
Mount Vernon,NY,1-Bedroom,0,1235,1208,1268,1307,1327,1369,1386,1484
Bethesda,MD,1-Bedroom,0,2045,2236,2310,2172,2091,2154,2217,2205
Lorain,OH,1-Bedroom,0,0,0,0,0,0,0,491,496
Baytown,TX,1-Bedroom,0,0,0,0,0,0,0,0,1150
West Hartford,CT,1-Bedroom,0,0,0,0,0,0,0,1341,1329
Glen Allen,VA,1-Bedroom,0,0,0,0,0,0,0,1047,1072
Laguna Niguel,CA,1-Bedroom,0,0,0,0,0,0,1798,1803,1891
San Marcos,TX,1-Bedroom,0,0,0,0,0,0,0,910,933
Woodbury,MN,1-Bedroom,0,0,0,0,0,0,0,1253,1272
Burnsville,MN,1-Bedroom,0,0,0,0,0,0,0,1012,982
La Habra,CA,1-Bedroom,0,0,0,0,0,0,0,0,1493
Carmel,IN,1-Bedroom,0,0,0,0,0,893,891,911,954
Hamden,CT,1-Bedroom,0,0,0,0,1013,1047,1131,1131,1149
Hendersonville,TN,1-Bedroom,0,0,0,0,0,0,0,891,943
Tamarac,FL,1-Bedroom,0,805,837,848,880,933,989,1051,1118
Meriden,CT,1-Bedroom,0,0,0,0,0,0,0,875,840
Reston,VA,1-Bedroom,0,0,0,0,0,0,0,0,2068
Dundalk,MD,1-Bedroom,0,0,0,0,0,0,0,842,861
Lancaster,PA,1-Bedroom,0,0,0,0,0,0,0,804,803
Waltham,MA,1-Bedroom,0,1790,1787,1953,1733,1809,1822,1835,1846
Haverhill,MA,1-Bedroom,0,0,0,0,0,0,0,1415,1458
Bellevue,NE,1-Bedroom,0,0,0,0,0,0,0,759,738
Jupiter,FL,1-Bedroom,0,0,0,0,0,0,0,1490,1526
Fountainbleau,FL,1-Bedroom,0,0,0,0,0,0,0,1414,1438
Malden,MA,1-Bedroom,0,1355,1442,1480,1430,1456,1504,1533,1692
Royal Oak,MI,1-Bedroom,0,0,0,0,0,0,0,992,1044
Newport Beach,CA,1-Bedroom,0,0,0,0,0,2115,2250,2251,2220
Gaithersburg,MD,1-Bedroom,0,0,1390,1446,1427,1480,1409,1362,1387
Fort Mill,SC,1-Bedroom,0,0,0,0,0,0,0,0,970
San Clemente,CA,1-Bedroom,0,0,0,0,0,0,1840,1754,1785
West Des Moines,IA,1-Bedroom,0,0,0,0,0,0,0,900,958
Bayonne,NJ,1-Bedroom,0,0,0,0,0,0,0,1216,1221
Schenectady,NY,1-Bedroom,0,0,0,0,0,0,0,855,859
White Plains,NY,1-Bedroom,0,2064,1839,2127,2079,2099,2094,2027,2224
Medford,MA,1-Bedroom,0,0,0,0,0,0,0,1995,1958
Bensalem,PA,1-Bedroom,0,0,0,0,0,0,0,1017,1078
Grand Forks,ND,1-Bedroom,0,0,0,0,0,0,0,0,599
Goose Creek,SC,1-Bedroom,0,0,0,0,0,0,0,1135,1049
Deerfield Beach,FL,1-Bedroom,0,939,1041,1069,1055,1053,1117,1198,1271
Altamonte Springs,FL,1-Bedroom,0,686,720,727,726,749,854,911,982
Margate,FL,1-Bedroom,0,0,0,0,0,0,0,1136,1172
Wheaton,IL,1-Bedroom,0,0,0,0,0,0,0,1398,1326
Broomfield,CO,1-Bedroom,0,0,1073,1095,1185,1212,1324,1354,1433
Coconut Creek,FL,1-Bedroom,0,896,929,979,1004,1067,1127,1210,1299
Atascocita,TX,1-Bedroom,0,0,0,0,0,0,0,945,959
Delray Beach,FL,1-Bedroom,0,1015,1056,1034,1120,1188,1311,1378,1486
West Haven,CT,1-Bedroom,0,0,0,0,0,0,0,942,1060
Rockville,MD,1-Bedroom,0,1615,1691,1697,1614,1564,1706,1680,1701
The Hammocks,FL,1-Bedroom,0,943,986,1023,1066,1157,1255,1299,1310
Missoula,MT,1-Bedroom,0,0,636,641,640,670,730,718,739
Fountain Valley,CA,1-Bedroom,0,0,0,0,0,0,0,1720,1748
Piscataway,NJ,1-Bedroom,0,0,0,0,0,0,0,0,1428
New Brunswick,NJ,1-Bedroom,0,0,0,0,0,0,0,1599,1666
Parsippany-Troy Hills,NJ,1-Bedroom,0,0,0,0,0,0,0,1368,1382
Issaquah,WA,1-Bedroom,0,0,0,0,0,0,0,1745,1824
West New York,NJ,1-Bedroom,0,0,0,0,0,0,1460,1416,1562
Peabody,MA,1-Bedroom,0,0,0,0,0,0,0,1751,1762
Gloucester,NJ,1-Bedroom,0,0,0,0,0,0,0,941,960
Petersburg,VA,1-Bedroom,0,0,0,0,0,0,0,885,874
Urbana,IL,1-Bedroom,0,0,0,0,0,0,0,615,608
Hoboken,NJ,1-Bedroom,0,2183,2288,2292,2179,2254,2345,2244,2372
Spring,TX,1-Bedroom,0,0,0,0,0,0,0,1109,1153
Brookline,MA,1-Bedroom,0,1773,1833,1908,1946,1975,2036,2079,2166
Owings Mills,MD,1-Bedroom,0,0,0,0,0,0,0,1228,1230
North Miami,FL,1-Bedroom,0,870,897,941,990,1029,1168,1174,1216
Stratford,CT,1-Bedroom,0,0,0,0,0,0,0,1458,1409
Milford,CT,1-Bedroom,0,0,0,0,0,0,0,1505,1534
Harrisburg,PA,1-Bedroom,0,0,0,0,0,0,0,0,818
Edina,MN,1-Bedroom,0,0,0,0,0,0,0,1557,1507
Tigard,OR,1-Bedroom,0,0,0,0,0,0,0,0,1330
Middletown,CT,1-Bedroom,0,0,0,0,0,0,0,1000,960
Lenexa,KS,1-Bedroom,0,0,0,0,0,0,0,747,759
Revere,MA,1-Bedroom,0,0,0,0,0,0,0,1546,1757
Minot,ND,1-Bedroom,0,0,0,0,0,0,0,446,482
Binghamton,NY,1-Bedroom,0,0,0,0,0,0,0,625,610
Mc Lean,VA,1-Bedroom,0,0,1717,1718,1708,1771,1754,1828,1905
Wake Forest,NC,1-Bedroom,0,0,0,0,0,0,0,987,999
Lakewood,OH,1-Bedroom,0,0,0,0,0,0,0,669,708
Johns Creek,GA,1-Bedroom,0,0,0,0,0,0,0,1233,1216
East Brunswick,NJ,1-Bedroom,0,0,0,0,0,0,0,0,1999
Apex,NC,1-Bedroom,0,0,0,0,0,0,0,954,1028
Huntersville,NC,1-Bedroom,0,0,0,0,0,0,0,1016,993
Galveston,TX,1-Bedroom,0,0,0,0,0,0,0,827,856
Aliso Viejo,CA,1-Bedroom,0,0,0,0,0,1696,1742,1847,1931
Fort Washington,MD,1-Bedroom,0,0,0,0,0,0,0,1270,1251
North Bethesda,MD,1-Bedroom,0,0,0,0,0,0,1553,1682,1712
Charlottesville,VA,1-Bedroom,0,0,813,870,891,859,906,948,1056
Edmonds,WA,1-Bedroom,0,0,0,0,0,0,0,1344,1382
York,PA,1-Bedroom,0,0,0,0,0,0,0,594,628
Hackensack,NJ,1-Bedroom,0,0,0,0,0,0,0,1737,1679
Campbell,CA,1-Bedroom,0,0,0,0,0,0,0,2123,2188
Clovis,NM,1-Bedroom,0,0,0,0,0,0,0,0,541
Arlington,MA,1-Bedroom,0,0,0,1396,1408,1447,1519,1558,1657
Alpharetta,GA,1-Bedroom,0,0,0,0,0,0,0,1244,1281
Charleston,WV,1-Bedroom,0,0,0,0,0,0,0,633,647
Palm Springs,CA,1-Bedroom,0,0,0,0,0,0,0,1155,1099
Oakland Park,FL,1-Bedroom,0,800,827,847,885,951,1003,1021,1086
Dunwoody,GA,1-Bedroom,0,890,949,994,1030,1112,1190,1230,1312
West Chester,OH,1-Bedroom,0,0,0,0,0,0,0,1180,1130
Rancho Santa Margarita,CA,1-Bedroom,0,0,0,0,0,0,0,1747,1746
Hoover,AL,1-Bedroom,0,0,0,0,0,0,0,774,766
Norwich,CT,1-Bedroom,0,0,0,0,0,0,0,0,813
Country Club,FL,1-Bedroom,0,0,0,0,0,0,0,1210,1267
Salem,MA,1-Bedroom,0,0,0,0,0,0,0,1508,1631
Menlo Park,CA,1-Bedroom,0,0,0,0,0,0,0,2787,3027
Sarasota,FL,1-Bedroom,0,0,0,0,0,0,1238,1185,1239
Towson,MD,1-Bedroom,0,0,0,0,0,0,0,1298,1300
Manassas,VA,1-Bedroom,0,0,0,0,0,0,0,1267,1305
Bothell,WA,1-Bedroom,0,0,0,0,0,0,0,1470,1545
Palm Beach Gardens,FL,1-Bedroom,0,1010,1070,1099,1189,1243,1297,1341,1372
Littleton,CO,1-Bedroom,0,0,0,0,0,0,0,1154,1244
Brookhaven,GA,1-Bedroom,0,0,0,0,1281,1178,1262,1328,1393
Hallandale,FL,1-Bedroom,0,1160,1240,1305,1370,1477,1489,1453,1464
Great Neck,NY,1-Bedroom,0,0,0,0,0,0,0,2500,2526
Naples,FL,1-Bedroom,0,0,0,0,0,0,0,1297,1313
Marlborough,MA,1-Bedroom,0,0,0,0,0,0,0,1668,1639
Montclair,NJ,1-Bedroom,0,0,0,0,0,0,0,1603,1657
San Bruno,CA,1-Bedroom,0,0,0,0,0,0,0,0,2366
Franconia,VA,1-Bedroom,0,0,0,0,0,0,0,1691,1684
Beverly,MA,1-Bedroom,0,0,0,0,0,0,0,1680,1645
Chelsea,MA,1-Bedroom,0,0,0,0,0,0,0,1642,1732
Hagerstown,MD,1-Bedroom,0,0,0,0,0,0,0,637,654
Woburn,MA,1-Bedroom,0,0,1362,1340,1317,1348,1392,1417,1547
Dublin,CA,1-Bedroom,0,0,0,0,0,0,0,2378,2456
Hurst,TX,1-Bedroom,0,0,0,0,0,653,715,742,792
Cedar Falls,IA,1-Bedroom,0,0,0,0,0,0,0,635,671
Culver City,CA,1-Bedroom,0,0,0,0,0,0,0,0,2055
The Colony,TX,1-Bedroom,0,0,0,0,0,0,0,1043,1086
Windsor Mill,MD,1-Bedroom,0,0,0,0,0,0,0,986,965
Braintree,MA,1-Bedroom,0,0,0,0,0,0,0,2112,2061
Beverly Hills,CA,1-Bedroom,0,0,0,0,0,0,0,2474,2530
Gurnee,IL,1-Bedroom,0,0,0,0,0,0,0,1213,1251
West Hollywood,CA,1-Bedroom,0,0,2020,1897,2001,2180,2385,2378,2472
Lake Worth,FL,1-Bedroom,0,0,0,0,0,0,0,928,954
University,FL,1-Bedroom,0,0,0,0,0,0,0,773,856
Aventura,FL,1-Bedroom,1341,1344,1425,1480,1548,1613,1620,1582,1643
Lake Mary,FL,1-Bedroom,0,0,0,0,0,0,0,994,1090
Natick,MA,1-Bedroom,0,0,0,0,0,0,0,1580,1484
Englewood,CO,1-Bedroom,0,0,0,0,0,1073,1199,1300,1417
Dover,DE,1-Bedroom,0,0,0,0,0,0,0,935,936
Northglenn,CO,1-Bedroom,0,0,0,0,0,0,0,1088,1120
Temple Hills,MD,1-Bedroom,0,0,0,0,0,0,0,1100,1053
Burlington,VT,1-Bedroom,0,0,0,0,0,0,0,1155,1252
Belleville,IL,1-Bedroom,0,0,0,0,0,0,0,0,533
Foster City,CA,1-Bedroom,0,0,0,0,0,2611,2750,2812,2882
Manalapan,NJ,1-Bedroom,0,0,0,0,0,0,0,1373,1452
Perrysburg,OH,1-Bedroom,0,0,0,0,0,0,0,0,874
North Royalton,OH,1-Bedroom,0,0,0,0,0,0,0,864,874
Winter Park,FL,1-Bedroom,0,0,0,0,0,0,0,0,1397
Parkville,MD,1-Bedroom,0,0,0,0,0,0,0,1015,987
North Miami Beach,FL,1-Bedroom,0,883,930,928,965,1110,1159,1192,1196
Dania Beach,FL,1-Bedroom,0,0,0,0,0,0,0,0,1224
Norwood,MA,1-Bedroom,0,0,0,0,0,0,0,1711,1703
Needham,MA,1-Bedroom,0,0,0,0,0,0,0,2652,2521
Port Chester,NY,1-Bedroom,0,0,0,0,0,0,0,2292,2219
Burlingame,CA,1-Bedroom,0,0,0,0,0,0,0,2343,2481
Reisterstown,MD,1-Bedroom,0,0,0,0,0,0,0,980,986
Farmers Branch,TX,1-Bedroom,0,0,0,0,0,0,0,1195,1245
Long Beach,NY,1-Bedroom,0,1500,1617,1705,1667,1792,1867,1845,1946
Watertown,MA,1-Bedroom,0,0,0,0,1706,1820,1903,1863,1981
Andover,MA,1-Bedroom,0,0,0,0,0,0,0,0,1705
Rolla,MO,1-Bedroom,0,0,0,0,0,0,0,447,440
Englewood,NJ,1-Bedroom,0,0,0,0,0,0,0,1890,2005
Bethel Park,PA,1-Bedroom,0,0,0,0,0,0,0,0,869
Atlantic City,NJ,1-Bedroom,0,0,0,0,0,0,0,0,880
Odenton,MD,1-Bedroom,0,0,0,0,0,0,0,1581,1585
Tewksbury,MA,1-Bedroom,0,0,0,0,0,0,0,1873,1814
Dana Point,CA,1-Bedroom,0,0,0,0,0,0,0,1920,1921
Lower Merion,PA,1-Bedroom,0,0,0,0,0,0,0,1603,1616
Elkridge,MD,1-Bedroom,0,0,0,0,0,0,0,1594,1558
Lorton,VA,1-Bedroom,0,0,0,0,0,0,0,1795,1631
Mercer Island,WA,1-Bedroom,0,0,0,0,0,0,0,1955,2024
Lisle,IL,1-Bedroom,0,0,0,0,0,0,0,0,1369
Groveton,VA,1-Bedroom,0,0,0,0,0,0,0,0,1686
Westchase,FL,1-Bedroom,0,0,0,0,0,0,0,1222,1259
Beltsville,MD,1-Bedroom,0,0,0,0,0,0,0,1374,1301
Westmont,IL,1-Bedroom,0,0,0,0,0,0,0,0,1089
Minnetonka,MN,1-Bedroom,0,0,0,0,0,0,0,1414,1376
Maplewood,NJ,1-Bedroom,0,0,0,0,0,0,0,0,1935
Hatfield,PA,1-Bedroom,0,0,0,0,0,0,0,1050,1107
Lyndhurst,NJ,1-Bedroom,0,0,0,0,0,0,0,1949,2082
College Park,MD,1-Bedroom,0,0,0,0,0,0,0,1741,1587
Homewood,AL,1-Bedroom,0,0,0,0,0,0,0,0,900
Laguna Beach,CA,1-Bedroom,0,0,0,0,2467,2633,2725,2803,2667
Ives Estates,FL,1-Bedroom,0,0,0,0,0,0,0,1322,1274
Silverdale,WA,1-Bedroom,0,0,0,0,0,0,0,0,1298
Sunny Isles Beach,FL,1-Bedroom,1400,1289,1436,1509,1550,1725,1782,1699,1705
Mill Creek,WA,1-Bedroom,0,0,0,0,0,0,0,1521,1465
Temple Terrace,FL,1-Bedroom,0,0,0,0,0,0,0,0,1052
Jacksonville Beach,FL,1-Bedroom,0,0,0,0,0,0,0,0,1315
Coram,NY,1-Bedroom,0,0,0,0,0,0,0,0,1748
Morristown,NJ,1-Bedroom,0,0,0,0,0,0,0,2084,2122
Hermosa Beach,CA,1-Bedroom,0,0,0,0,0,0,0,2277,2490
Lexington Park,MD,1-Bedroom,0,0,0,0,0,0,0,1089,1075
Decatur,GA,1-Bedroom,0,0,0,0,0,0,0,1503,1541
North Druid Hills,GA,1-Bedroom,0,0,0,0,0,0,0,1136,1156
Morrisville,NC,1-Bedroom,0,0,0,0,0,0,0,1005,1021
Universal City,TX,1-Bedroom,0,0,0,0,0,0,0,735,760
Hyattsville,MD,1-Bedroom,0,0,0,0,0,0,0,1585,1616
North Decatur,GA,1-Bedroom,0,0,0,0,0,0,0,1351,1283
Ojus,FL,1-Bedroom,0,0,0,0,0,0,0,1205,1200
Glenvar Heights,FL,1-Bedroom,0,0,0,0,0,0,0,1794,1946
Maitland,FL,1-Bedroom,0,0,0,0,0,0,0,0,1435
Plainsboro,NJ,1-Bedroom,0,0,0,0,0,0,1230,1293,1399
Phoenixville,PA,1-Bedroom,0,0,0,0,0,0,0,0,1484
Forest Park,IL,1-Bedroom,0,0,0,0,0,0,0,926,968
Maple Shade,NJ,1-Bedroom,0,0,0,0,0,0,0,0,1105
Druid Hills,GA,1-Bedroom,0,0,0,0,0,0,0,1481,1405
Wilsonville,OR,1-Bedroom,0,0,0,0,0,0,0,1288,1228
Exton,PA,1-Bedroom,0,0,0,0,0,0,0,1334,1416
Weehawken,NJ,1-Bedroom,0,0,0,0,0,0,2288,2423,2467
Lone Tree,CO,1-Bedroom,0,0,0,0,0,0,0,1406,1484
Greenwood Village,CO,1-Bedroom,0,0,0,0,0,0,0,1467,1514
Eatontown,NJ,1-Bedroom,0,0,0,0,0,0,0,0,1374
Edgewater,NJ,1-Bedroom,0,0,0,0,0,0,0,2298,2312
Wilton Manors,FL,1-Bedroom,0,0,0,0,0,0,0,1140,1157
Islip,NY,1-Bedroom,0,1340,1403,1405,1482,1492,1511,1653,1752
Guttenberg,NJ,1-Bedroom,0,0,0,0,0,0,0,1773,1759
Jollyville,TX,1-Bedroom,0,0,0,0,0,0,838,842,874
Conshohocken,PA,1-Bedroom,0,0,0,0,0,0,0,1468,1536
Largo,MD,1-Bedroom,0,0,0,0,0,0,0,1395,1338
Emeryville,CA,1-Bedroom,0,0,0,0,0,0,0,2636,2707
Saint Robert,MO,1-Bedroom,0,0,0,0,0,0,0,536,534
Marina del Rey,CA,1-Bedroom,0,0,2490,2414,2555,2751,2838,2951,3220
Huntington,VA,1-Bedroom,0,0,0,0,1537,1544,1584,1598,1596
Hanover,MD,1-Bedroom,0,0,0,0,0,0,0,1722,1766
Addison,TX,1-Bedroom,0,0,0,1155,1065,1122,1183,1214,1260
Vinings,GA,1-Bedroom,0,0,0,0,0,0,0,1262,1363
Chamblee,GA,1-Bedroom,0,0,0,0,0,0,0,0,1501
Chevy Chase,MD,1-Bedroom,0,0,0,0,0,0,0,0,1930
Eastchester,NY,1-Bedroom,0,0,0,0,0,0,0,0,2119
Prosper,TX,1-Bedroom,0,0,0,0,0,0,0,989,1006
North Bay Village,FL,1-Bedroom,0,1148,1205,1276,1377,1570,1673,1655,1641
Eastampton,NJ,1-Bedroom,0,0,0,0,0,0,0,1155,1136
Richmond,TX,1-Bedroom,0,0,0,0,0,0,0,1016,1013
Century Village,FL,1-Bedroom,0,0,0,0,0,0,0,865,857
Surfside,FL,1-Bedroom,0,0,0,0,0,0,0,1808,1800
Bay Harbor Islands,FL,1-Bedroom,0,0,0,0,0,0,0,1513,1520
Glendale,CO,1-Bedroom,0,0,0,0,0,0,0,1105,1089
Bal Harbour,FL,1-Bedroom,0,0,0,0,0,0,0,0,2688
Clarkstown,NY,1-Bedroom,0,0,0,0,0,0,0,1850,1796
Bee Cave,TX,1-Bedroom,0,0,0,0,0,0,0,1103,1154
Henrico,VA,1-Bedroom,0,0,0,0,0,0,0,949,1011
