"","Region","RegionName","StateName","MSAName","CountyName","CityName","ForecastYoYPctChange"
"380","County","Ocean","NJ","New York","Ocean",NA,8.58085335245609
"381","County","Osage","KS","Topeka","Osage",NA,2.01851851851851
"382","County","Osage","MO","Jefferson City","Osage",NA,3.98481973434535
"383","County","Osage","OK","Tulsa","Osage",NA,6.76076993583867
"384","County","Otero","CO",NA,"Otero",NA,6.71495327102805
"385","County","Ouray","CO",NA,"Ouray",NA,6.78274605103282
"386","County","Parke","IN",NA,"Parke",NA,1.30653950953679
"387","County","Pasco","FL","Tampa","Pasco",NA,6.89971346704872
"388","County","Payne","OK","Stillwater","Payne",NA,3.11772575250837
"389","County","Peach","GA","Warner Robins","Peach",NA,1.01656626506024
"390","County","Pecos","TX",NA,"Pecos",NA,8.93194291986827
"391","County","Perry","IN",NA,"Perry",NA,0.940196078431366
"392","County","Perry","MO",NA,"Perry",NA,3.59546452084858
"393","County","Perry","MS","Hattiesburg","Perry",NA,4.57089201877934
"394","County","Perry","OH","Columbus","Perry",NA,12.7211538461538
"395","County","Perry","PA","Harrisburg","Perry",NA,4.01621958827199
"396","County","Piatt","IL","Champaign-Urbana","Piatt",NA,-1.07477403451109
"397","County","Pinal","AZ","Phoenix","Pinal",NA,5.34911242603551
"398","County","Posey","IN","Evansville","Posey",NA,0.632055749128924
"399","County","Power","ID",NA,"Power",NA,8.49274486094316
"400","County","Pratt","KS",NA,"Pratt",NA,4.39525139664805
"401","County","Rabun","GA",NA,"Rabun",NA,7.8117859290439
"402","County","Rains","TX",NA,"Rains",NA,0.899570815450645
"403","County","Ralls","MO","Hannibal","Ralls",NA,9.84595300261097
"404","County","Roane","TN","Knoxville","Roane",NA,5.49882168106834
"405","County","Rooks","KS",NA,"Rooks",NA,3.15806988352745
"406","County","Routt","CO","Steamboat Springs","Routt",NA,5.56996512641674
"407","County","Rowan","KY",NA,"Rowan",NA,-0.271748135874073
"408","County","Rowan","NC","Charlotte","Rowan",NA,7.50038431975404
"409","County","Salem","NJ","Philadelphia","Salem",NA,8.93580410324288
"410","County","Salem City","VA","Roanoke","Salem City",NA,4.54828256642903
"411","County","Sarpy","NE","Omaha","Sarpy",NA,0.188583078491344
"412","County","Scott","IA","Davenport","Scott",NA,1.90398432397125
"413","County","Scott","IN","Louisville/Jefferson County","Scott",NA,-0.614228456913823
"414","County","Scott","KS",NA,"Scott",NA,3.80662393162394
"415","County","Scott","KY","Lexington","Scott",NA,7.90782122905027
"416","County","Scott","MN","Minneapolis-St Paul","Scott",NA,6.64232008592911
"417","County","Scott","VA","Kingsport","Scott",NA,10.5556946182728
"418","County","Sioux","IA",NA,"Sioux",NA,3.86302250803858
"419","County","Sitka","AK",NA,"Sitka",NA,1.61699974702758
"420","County","Smith","KS",NA,"Smith",NA,1.79417475728156
"421","County","Smith","TN","Nashville","Smith",NA,8.48650674662668
"422","County","Smith","TX","Tyler","Smith",NA,0.562053281351527
