Type,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,2750.0,2825.0,2800.0,2950.0,2850.0,2895.0,2795.0,2950.0,3172.5,3600.0,3200.0,3200.0,3297.5,3297.5,3500.0,3750.0,3850.0,3750.0,3400.0,3200.0,3295.0,3400.0,3400.0,3197.5,3200.0,3485.0,3700.0,3600.0,3795.0,3797.5,3950.0,3900.0,3900.0,4000.0,4000.0,4000.0,3900.0,3990.0,3950.0,4007.5,3995.0,4200.0,3800.0,3800.0,3997.5,4000.0,4295.0,4200.0,4150.0,4137.5,4250.0,3861.0,4000.0,3495.0,3595.0,3400.0,3395.0,3250.0,3400.0,3495.0,3500.0,3500.0,3600.0,3595.0,3677.5,3550.0,3550.0,3595.0,3550.0,3500.0,3600.0,3595.0,3550.0,3695.0,3695.0,3695.0,3650.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.0,1900.0,1895.0,2200.0,1995.0,2295.0,2325.0,2078.5,2297.5,2047.5,2200.0,2095.0,2125.0,2197.5,2200.0,2300.0,2300.0,2250.0,2200.0,2200.0,2195.0,2195.0,2195.0,2200.0,2195.0,2200.0,2250.0,2295.0,2285.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,2250.0,2400.0,2500.0,2395.0,2395.0,2445.0,2500.0,2497.5,2485.0,2295.0,2400.0,2472.5,2595.0,2495.0,2575.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,2525.0,2350.0,2395.0,2400.0,2500.0,2500.0,2350.0,2495.0,2497.5,2497.0,2500.0,2525.0,2650.0,2650.0,2550.0,2550.0,2495.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.5,2695.0,2800.0,2600.0,2600.0,2750.0,2860.0,2770.0,2750.0,2872.5,2850.0,2895.0,2850.0,2845.0,2750.0,2747.5,3000.0,3000.0,2795.0,2900.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2450.0,2095.0,2122.5,1895.0,1795.0,1895.0,1906.5,1875.0,1900.0,2025.0,2097.5,2100.0,2197.5,2200.0,2233.0,2100.0,2270.5,2195.0,2100.0,2095.0,2097.5,2090.0,2200.0,2372.5,2400.0,2433.5,2400.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,2750.0,2825.0,2800.0,2950.0,2850.0,2895.0,2795.0,2950.0,3172.5,3600.0,3200.0,3200.0,3297.5,3297.5,3500.0,3750.0,3850.0,3750.0,3400.0,3200.0,3295.0,3400.0,3400.0,3197.5,3200.0,3485.0,3700.0,3600.0,3795.0,3797.5,3950.0,3900.0,3900.0,4000.0,4000.0,4000.0,3900.0,3990.0,3950.0,4007.5,3995.0,4200.0,3800.0,3800.0,3997.5,4000.0,4295.0,4200.0,4150.0,4137.5,4250.0,3861.0,4000.0,3495.0,3595.0,3400.0,3395.0,3250.0,3400.0,3495.0,3500.0,3500.0,3600.0,3595.0,3677.5,3550.0,3550.0,3595.0,3550.0,3500.0,3600.0,3595.0,3550.0,3695.0,3695.0,3695.0,3650.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2095.0,1900.0,1895.0,2200.0,1995.0,2295.0,2325.0,2078.5,2297.5,2047.5,2200.0,2095.0,2125.0,2197.5,2200.0,2300.0,2300.0,2250.0,2200.0,2200.0,2195.0,2195.0,2195.0,2200.0,2195.0,2200.0,2250.0,2295.0,2285.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,2250.0,2400.0,2500.0,2395.0,2395.0,2445.0,2500.0,2497.5,2485.0,2295.0,2400.0,2472.5,2595.0,2495.0,2575.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,2525.0,2350.0,2395.0,2400.0,2500.0,2500.0,2350.0,2495.0,2497.5,2497.0,2500.0,2525.0,2650.0,2650.0,2550.0,2550.0,2495.0
Duplex/Triplex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547.5,2695.0,2800.0,2600.0,2600.0,2750.0,2860.0,2770.0,2750.0,2872.5,2850.0,2895.0,2850.0,2845.0,2750.0,2747.5,3000.0,3000.0,2795.0,2900.0
